tube,species,mean_temp,temp_var,temp_id,resource,male,removed,KBP,missing,mortality_day,lifespan,end_data_date,length_RAW,length_mag_correction,lm_corr_factor,inf,spore_RAW,spore_water_added,notes
312,daphnia,15,0,15,1,,,,,5/7/22,32,,83,,,0,0,1,
313,daphnia,15,0,15,1,,,,,4/14/22,9,,65,,,NA,NA,,
314,daphnia,15,0,15,1,,1,,,NA,NA,5/18/22,86,,,0,NA,,
315,daphnia,15,0,15,1,,,,,5/17/22,42,,84,,,1,99,1,
316,daphnia,15,0,15,1,,1,,,NA,NA,5/18/22,91,,,0,NA,,
317,daphnia,15,0,15,1,,1,,,NA,NA,5/18/22,89,,,0,NA,,
318,daphnia,15,0,15,1,,,,,5/19/22,44,,83,,,1,142,1,
319,daphnia,15,0,15,1,,1,,,NA,NA,5/18/22,81,,,0,NA,,
320,daphnia,15,0,15,1,,,,,5/18/22,43,,84,,,1,114,1,
321,daphnia,15,0,15,1,,,,,5/21/22,46,,85,,,1,156,1,
322,daphnia,15,0,15,1,,1,,,NA,NA,5/18/22,86,,,0,NA,,
323,daphnia,15,0,15,1,,1,,,NA,NA,5/18/22,89,,,0,NA,,
324,daphnia,15,0,15,1,,,,,5/22/22,47,,97,,,1,123,1,
325,daphnia,15,0,15,1,,1,,,NA,NA,5/18/22,86,,,0,NA,,
326,daphnia,15,0,15,1,,1,,,NA,NA,5/18/22,87,,,0,NA,,
327,daphnia,15,0,15,1,,1,,,NA,NA,5/18/22,86,,,0,NA,,
328,daphnia,15,0,15,1,,,,,5/12/22,37,,84,,,1,116,1,
329,daphnia,15,0,15,1,,1,,,NA,NA,5/18/22,88,,,0,NA,,
330,daphnia,15,0,15,1,,1,,,NA,NA,5/18/22,90,,,0,NA,,
331,daphnia,20,0,20,0.1,,,,1,NA,NA,5/21/22,NA,,,NA,NA,,
332,daphnia,20,0,20,0.1,,,,,5/19/22,44,,92,,,0,NA,,
333,daphnia,20,0,20,0.1,,,,,5/22/22,47,,NA,,,0,NA,,
334,daphnia,20,0,20,0.1,,,,,5/23/22,48,,95,,,0,NA,,
335,daphnia,20,0,20,0.1,,,,,4/29/22,24,,NA,,,0,0,1,
336,daphnia,20,0,20,0.1,,,,,5/16/22,41,,88,,,0,NA,,
337,daphnia,20,0,20,0.1,,,1,,NA,NA,4/23/22,76,,,0,NA,,
338,daphnia,20,0,20,0.1,,,,,5/23/22,48,,NA,,,0,NA,,
339,daphnia,20,0,20,0.1,,,,1,NA,NA,4/21/22,NA,,,NA,NA,,
340,daphnia,20,0,20,0.1,,,,,5/22/22,47,,95,,,0,NA,,
341,daphnia,20,0,20,0.1,,,,,5/21/22,46,,92,,,0,NA,,
342,daphnia,20,0,20,0.1,1,1,,,NA,NA,5/1/22,63,,,0,NA,,
343,daphnia,20,0,20,0.1,,,,,5/23/22,48,,91,,,0,NA,,
344,daphnia,20,0,20,0.1,,,,,5/23/22,48,,95,,,0,NA,,
345,daphnia,20,0,20,0.1,,,,,5/23/22,48,,NA,,,0,NA,,
346,daphnia,20,0,20,0.1,,,,,4/29/22,24,,73,,,1,108,1,
347,daphnia,20,0,20,0.1,,,,,4/30/22,25,,81,,,1,118,1,
348,daphnia,20,0,20,0.1,,,,,4/23/22,18,,54,,,1,29,1,
349,daphnia,20,0,20,0.1,,,,,5/2/22,27,,82,,,1,142,1,
350,daphnia,20,0,20,0.1,,,,,4/28/22,23,,76,,,1,83,1,
351,daphnia,20,0,20,0.1,,,,,5/1/22,26,,76,,,1,126,1,
352,daphnia,20,0,20,0.1,,,,,4/29/22,24,,79,,,1,99,1,
353,daphnia,20,0,20,0.1,,,,,4/29/22,24,,81,,,1,76,1,
354,daphnia,20,0,20,0.1,,,,,4/27/22,22,,80,,,1,97,1,
355,daphnia,20,0,20,0.1,,,,,4/29/22,24,,75,,,1,76,1,
356,daphnia,20,0,20,0.1,,,,,4/30/22,25,,83,,,1,167,1,
357,daphnia,20,0,20,0.1,1,,,,4/20/22,15,,53,,,1,69,0,
358,daphnia,20,0,20,0.1,1,1,,,NA,NA,4/30/22,54,,,0,NA,,
359,daphnia,20,0,20,0.1,1,,,,4/24/22,19,,59,,,1,34,1,
360,daphnia,20,0,20,0.1,,,,1,NA,NA,4/20/22,NA,,,NA,NA,,
361,daphnia,20,0,20,0.1,,1,,,NA,NA,5/19/22,97,,,0,NA,,
362,daphnia,20,0,20,0.1,,,,,4/29/22,24,,NA,,,1,39,1,
363,daphnia,20,0,20,0.1,,,,,4/24/22,19,,74,,,1,77,1,
364,daphnia,20,0,20,0.1,,,,,4/29/22,24,,67,,,1,110,1,
365,daphnia,20,0,20,0.1,,,,,4/30/22,25,,77,,,1,101,1,
366,daphnia,20,0,20,0.1,,1,,,NA,NA,5/18/22,94,,,0,NA,,
367,daphnia,20,0,20,0.1,,,,,4/16/22,11,,74,,,NA,NA,,
368,daphnia,20,0,20,0.1,1,,,,4/23/22,18,,64,,,1,27,1,
369,daphnia,20,0,20,0.1,,,,,4/29/22,24,,77,,,1,134,1,
370,daphnia,20,0,20,0.1,,,,,4/29/22,24,,NA,,,NA,NA,,
371,daphnia,20,0,20,0.1,,,,,4/23/22,18,,76,,,1,29,1,
372,daphnia,20,0,20,0.1,,,,,4/29/22,24,,NA,,,1,40,1,
373,daphnia,20,0,20,0.1,,,,,4/22/22,17,,NA,,,1,25,1,
374,daphnia,20,0,20,0.1,,,,,4/22/22,17,,57,,,1,31,1,
375,daphnia,20,0,20,0.1,,,,,4/29/22,24,,NA,,,NA,NA,,
376,daphnia,20,0,20,0.5,,,,,5/21/22,46,,94,1,-1,0,NA,,
377,daphnia,20,0,20,0.5,,,,,5/21/22,46,,97,1,-1,0,NA,,
378,daphnia,20,0,20,0.5,,,1,,NA,NA,4/15/22,71,,,NA,NA,,
379,daphnia,20,0,20,0.5,,,,,5/23/22,48,,96,1,-1,0,NA,,
380,daphnia,20,0,20,0.5,,,,,5/23/22,48,,NA,,,0,NA,,
381,daphnia,20,0,20,0.5,1,1,,,NA,NA,5/1/22,59,,,0,NA,,
382,daphnia,20,0,20,0.5,,1,,,NA,NA,5/23/22,98,,,0,NA,,
383,daphnia,20,0,20,0.5,,,,,4/23/22,18,,88,,,0,NA,,
384,daphnia,20,0,20,0.5,,,,,5/21/22,46,,93,1,-1,0,NA,,
385,daphnia,20,0,20,0.5,,,,,4/24/22,19,,84,,,0,NA,,
386,daphnia,20,0,20,0.5,,,,,4/24/22,19,,88,,,0,NA,,
387,daphnia,20,0,20,0.5,,1,,,NA,NA,5/23/22,96,1,-1,0,NA,,
388,daphnia,20,0,20,0.5,,,,1,4/12/22,7,,NA,,,NA,NA,,
389,daphnia,20,0,20,0.5,1,1,,,NA,NA,5/1/22,59,,,0,NA,,
390,daphnia,20,0,20,0.5,,1,,,NA,NA,5/23/22,83,1,-2,0,NA,,
391,daphnia,20,0,20,0.5,,1,,,NA,NA,5/18/22,100,1,-1,0,NA,,
392,daphnia,20,0,20,0.5,,,,,4/22/22,17,,59,,,1,34,1,
393,daphnia,20,0,20,0.5,,,,,4/15/22,10,,NA,,,1,51,1,
394,daphnia,20,0,20,0.5,,,,,4/30/22,25,,84,,,0,0,1,
395,daphnia,20,0,20,0.5,,,,,5/1/22,26,,88,,,1,162,1,
396,daphnia,20,0,20,0.5,,,,,4/25/22,20,,NA,,,1,35,1,
397,daphnia,20,0,20,0.5,,1,,,NA,NA,5/18/22,93,1,-1,0,NA,,
398,daphnia,20,0,20,0.5,,,,,NA,NA,5/5/22,NA,,,NA,NA,,PROBABLY MALE
399,daphnia,20,0,20,0.5,1,,,,4/24/22,19,,62,,,1,27,1,
400,daphnia,20,0,20,0.5,,1,,,NA,NA,5/18/22,95,1,-1,0,NA,,
401,daphnia,20,0,20,0.5,,1,,,NA,NA,5/18/22,91,1,-1,0,NA,,
402,daphnia,20,0,20,0.5,,1,,,NA,NA,5/18/22,95,1,-1,0,NA,,
403,daphnia,20,0,20,0.5,1,1,,,NA,NA,5/1/22,62,,,0,NA,,
404,daphnia,20,0,20,0.5,,,,,4/23/22,18,,74,,,1,57,1,
405,daphnia,20,0,20,0.5,,,,,4/25/22,20,,77,,,1,106,1,
406,daphnia,20,0,20,0.5,1,1,,,NA,NA,5/1/22,61,,,0,NA,,
407,daphnia,20,0,20,0.5,,,,,4/21/22,16,,77,,,0,0,1,
408,daphnia,20,0,20,0.5,,,,,4/23/22,18,,85,,,1,45,1,
409,daphnia,20,0,20,0.5,,1,,,NA,NA,5/18/22,96,1,-1,0,NA,,
410,daphnia,20,0,20,0.5,,1,,,NA,NA,5/18/22,92,1,-1,0,NA,,
411,daphnia,20,0,20,0.5,,,,,4/25/22,20,,72,,,1,132,1,
412,daphnia,20,0,20,0.5,,1,,,NA,NA,5/18/22,94,1,-1,0,NA,,
413,daphnia,20,0,20,0.5,,,,,5/1/22,26,,85,,,1,183,1,
414,daphnia,20,0,20,0.5,,,,,4/22/22,17,,77,,,1,88,1,
415,daphnia,20,0,20,0.5,1,1,,,NA,NA,5/1/22,61,,,0,NA,,
416,daphnia,20,0,20,0.5,,,,,4/25/22,20,,79,,,1,90,1,
417,daphnia,20,0,20,0.5,1,,,,4/22/22,17,,52,,,0,0,1,
418,daphnia,20,0,20,0.5,,,,,4/29/22,24,,81,,,1,101,1,
419,daphnia,20,0,20,0.5,,1,,,NA,NA,5/18/22,91,1,-1,0,NA,,
420,daphnia,20,0,20,0.5,,1,,,NA,NA,5/18/22,95,1,-1,0,NA,,
421,daphnia,20,0,20,1,1,1,,,NA,NA,5/1/22,63,,,0,NA,,
422,daphnia,20,0,20,1,,1,,,NA,NA,5/23/22,82,1,-2,0,NA,,
423,daphnia,20,0,20,1,,,,,5/20/22,45,,94,1,-1,0,NA,,
424,daphnia,20,0,20,1,,,,,5/22/22,47,,94,1,-1,0,NA,,
425,daphnia,20,0,20,1,,1,,,NA,NA,5/23/22,80,1,-2,0,NA,,
426,daphnia,20,0,20,1,,1,,,NA,NA,5/23/22,99,1,-1,0,NA,,
427,daphnia,20,0,20,1,,,,,5/20/22,45,,80,1,-2,0,NA,,
428,daphnia,20,0,20,1,,,,,5/22/22,47,,97,1,-1,0,NA,,
429,daphnia,20,0,20,1,,,,,5/22/22,47,,99,1,-1,0,NA,,
430,daphnia,20,0,20,1,,1,,,NA,NA,5/23/22,82,1,-2,0,NA,,
431,daphnia,20,0,20,1,,1,,,NA,NA,5/23/22,98,1,-1,0,NA,,
432,daphnia,20,0,20,1,1,,1,,NA,NA,4/23/22,57,,,0,1,1,
433,daphnia,20,0,20,1,,,,,5/14/22,39,,91,1,-1,0,NA,,
434,daphnia,20,0,20,1,,1,,,NA,NA,5/23/22,82,1,-2,0,NA,,
435,daphnia,20,0,20,1,1,1,,,NA,NA,5/1/22,61,,,0,NA,,
436,daphnia,20,0,20,1,,1,,,NA,NA,5/18/22,80,1,-2,0,NA,,
437,daphnia,20,0,20,1,,1,,,NA,NA,5/18/22,98,1,-1,0,NA,,
438,daphnia,20,0,20,1,,1,,,NA,NA,5/18/22,96,1,-1,0,NA,,
439,daphnia,20,0,20,1,,,,,4/26/22,21,,75,,,1,98,1,
440,daphnia,20,0,20,1,,,,,4/20/22,15,,85,,,1,187,0,
441,daphnia,20,0,20,1,,1,,,NA,NA,5/18/22,92,1,-1,0,NA,,
442,daphnia,20,0,20,1,,,,,4/22/22,17,,78,,,1,97,1,
443,daphnia,20,0,20,1,,,,,4/25/22,20,,82,,,1,100,1,
444,daphnia,20,0,20,1,,1,,,NA,NA,5/18/22,97,1,-1,0,NA,,
445,daphnia,20,0,20,1,,1,,,NA,NA,5/18/22,95,1,-1,0,NA,,
446,daphnia,20,0,20,1,,1,,,NA,NA,5/18/22,79,1,-2,0,NA,,
447,daphnia,20,0,20,1,,,,,4/24/22,19,,83,,,1,80,1,
448,daphnia,20,0,20,1,,1,,,NA,NA,5/18/22,98,1,-1,0,NA,,
449,daphnia,20,0,20,1,,,,,4/24/22,19,,78,,,1,68,1,
450,daphnia,20,0,20,1,,,,1,NA,NA,4/23/22,NA,,,NA,NA,,
451,daphnia,20,0,20,1,,,,,4/25/22,20,,82,,,1,92,1,
452,daphnia,20,0,20,1,,,,,4/29/22,24,,78,,,1,156,1,
453,daphnia,20,0,20,1,,,,,4/24/22,19,,NA,,,1,17,1,
454,daphnia,20,0,20,1,,1,,,NA,NA,5/18/22,81,1,-2,0,NA,,
455,daphnia,20,0,20,1,,,,,4/24/22,19,,84,,,1,86,1,
456,daphnia,20,0,20,1,,,,,4/29/22,24,,80,,,1,139,1,
457,daphnia,20,0,20,1,,,,,4/24/22,19,,83,,,1,75,1,
458,daphnia,20,0,20,1,,1,,,NA,NA,5/18/22,82,1,-2,0,NA,,
459,daphnia,20,0,20,1,,,,,4/30/22,25,,80,,,1,205,1,
460,daphnia,20,0,20,1,,1,,,NA,NA,5/18/22,80,1,-2,0,NA,,
461,daphnia,20,0,20,1,,,,,4/24/22,19,,76,,,1,84,1,
462,daphnia,20,0,20,1,,,,,4/24/22,19,,85,,,1,72,1,
463,daphnia,20,0,20,1,,,,1,NA,NA,4/10/22,NA,,,NA,NA,,
464,daphnia,20,0,20,1,,,,1,NA,NA,4/10/22,NA,,,NA,NA,,
465,daphnia,20,0,20,1,,1,,,NA,NA,5/18/22,100,1,-1,0,NA,,
466,daphnia,25,0,25,0.1,,,,,4/13/22,8,,65,,,0,NA,,
467,daphnia,25,0,25,0.1,,,,,5/9/22,34,,92,,,1,157,1,
468,daphnia,25,0,25,0.1,,,,,5/13/22,38,,95,,,0,NA,,
469,daphnia,25,0,25,0.1,,,,,5/22/22,47,,NA,,,0,NA,,
470,daphnia,25,0,25,0.1,,,,,5/17/22,42,,94,,,0,NA,,
471,daphnia,25,0,25,0.1,,,,,4/14/22,9,,74,,,NA,NA,,
472,daphnia,25,0,25,0.1,,,,,5/23/22,48,,NA,,,0,NA,,
473,daphnia,25,0,25,0.1,,,,,5/22/22,47,,97,,,0,NA,,
474,daphnia,25,0,25,0.1,,,,,5/22/22,47,,90,1,-1,0,NA,,
475,daphnia,25,0,25,0.1,,,,,5/22/22,47,,97,,,0,NA,,
476,daphnia,25,0,25,0.1,,,,,5/23/22,48,,NA,,,0,NA,,
477,daphnia,25,0,25,0.1,,,,1,NA,NA,4/22/22,NA,,,NA,NA,,
478,daphnia,25,0,25,0.1,,,,,5/23/22,48,,NA,,,0,NA,,
479,daphnia,25,0,25,0.1,,,,,5/22/22,47,,91,1,-1,0,NA,,
480,daphnia,25,0,25,0.1,,,,,5/17/22,42,,96,,,0,NA,,
481,daphnia,25,0,25,0.1,,,,,4/11/22,6,,NA,,,NA,NA,,
482,daphnia,25,0,25,0.1,,,,,4/14/22,9,,74,,,NA,NA,,
483,daphnia,25,0,25,0.1,,,1,,NA,NA,4/26/22,NA,,,NA,NA,,
484,daphnia,25,0,25,0.1,,,,1,NA,NA,4/25/22,NA,,,NA,NA,,
485,daphnia,25,0,25,0.1,,,,1,NA,NA,4/25/22,NA,,,NA,NA,,
486,daphnia,25,0,25,0.1,,,,,4/18/22,13,,78,,,1,111,0,
487,daphnia,25,0,25,0.1,,,1,,NA,NA,4/26/22,NA,,,NA,NA,,
488,daphnia,25,0,25,0.1,,,,1,NA,NA,4/25/22,NA,,,NA,NA,,
489,daphnia,25,0,25,0.1,,,,1,NA,NA,4/24/22,NA,,,NA,NA,,
490,daphnia,25,0,25,0.1,,,,,4/24/22,19,,79,,,1,95,1,
491,daphnia,25,0,25,0.1,,,,,4/23/22,18,,73,,,1,74,1,
492,daphnia,25,0,25,0.1,,,,1,NA,NA,4/19/22,NA,,,NA,NA,,
493,daphnia,25,0,25,0.1,,,,,4/24/22,19,,77,,,1,88,1,
494,daphnia,25,0,25,0.1,,,,,4/23/22,18,,78,,,1,99,1,
495,daphnia,25,0,25,0.1,,,,,4/21/22,16,,77,,,1,101,0,
496,daphnia,25,0,25,0.1,,,,,4/26/22,21,,87,,,1,117,1,
497,daphnia,25,0,25,0.1,,,,,4/17/22,12,,79,,,1,80,0,
498,daphnia,25,0,25,0.1,,,,,4/22/22,17,,77,,,1,83,1,
499,daphnia,25,0,25,0.1,,,1,,NA,NA,4/26/22,NA,,,NA,NA,,
500,daphnia,25,0,25,0.1,,,,,4/24/22,19,,80,,,1,89,1,
501,daphnia,25,0,25,0.1,,,,,4/20/22,15,,71,,,1,96,0,
502,daphnia,25,0,25,0.1,,,,,4/24/22,19,,NA,,,1,67,1,
503,daphnia,25,0,25,0.1,1,,,,4/21/22,16,,60,,,1,92,0,
504,daphnia,25,0,25,0.1,,,,,4/23/22,18,,77,,,1,73,1,
505,daphnia,25,0,25,0.1,,,,,4/24/22,19,,81,,,1,64,1,
506,daphnia,25,0,25,0.1,,,,,4/24/22,19,,NA,,,1,15,1,
507,daphnia,25,0,25,0.1,,,,1,NA,NA,4/11/22,NA,,,NA,NA,,
508,daphnia,25,0,25,0.1,,,,,4/24/22,19,,80,,,1,91,1,
509,daphnia,25,0,25,0.1,,,,,4/26/22,21,,57,,,1,44,1,
510,daphnia,25,0,25,0.1,,,,1,NA,NA,4/10/22,NA,,,NA,NA,,
511,daphnia,25,0,25,0.5,,,,1,NA,NA,4/10/22,NA,,,NA,NA,,
512,daphnia,25,0,25,0.5,,,,,5/21/22,46,,86,1,-2,0,NA,,
513,daphnia,25,0,25,0.5,,,,,5/22/22,47,,NA,,,0,NA,,
514,daphnia,25,0,25,0.5,,1,,,NA,NA,5/23/22,83,1,-2,0,NA,,
515,daphnia,25,0,25,0.5,,,,,5/21/22,46,,84,1,-2,0,NA,,
516,daphnia,25,0,25,0.5,,,,,4/10/22,5,,70,,,NA,NA,,
517,daphnia,25,0,25,0.5,,,,,5/22/22,47,,NA,,,0,NA,,
518,daphnia,25,0,25,0.5,,,,,4/10/22,5,,72,,,NA,NA,,
519,daphnia,25,0,25,0.5,,1,,,NA,NA,5/23/22,81,1,-2,0,NA,,
520,daphnia,25,0,25,0.5,,,,,4/10/22,5,,70,,,NA,NA,,
521,daphnia,25,0,25,0.5,,,,,5/23/22,48,,81,1,-2,0,NA,,
522,daphnia,25,0,25,0.5,,,1,,NA,NA,4/18/22,NA,,,0,0,0,
523,daphnia,25,0,25,0.5,,,,,5/22/22,47,,95,1,-1,0,NA,,
524,daphnia,25,0,25,0.5,,1,,,NA,NA,5/23/22,84,1,-2,0,NA,,
525,daphnia,25,0,25,0.5,,,,,5/23/22,48,,NA,,,0,NA,,
526,daphnia,25,0,25,0.5,,,,,4/20/22,15,,75,,,1,269,0,
527,daphnia,25,0,25,0.5,,,,,4/22/22,17,,NA,,,1,137,1,
528,daphnia,25,0,25,0.5,,,,,4/18/22,13,,75,,,1,242,0,
529,daphnia,25,0,25,0.5,,,,,4/24/22,19,,86,,,1,108,1,
530,daphnia,25,0,25,0.5,,,,,4/20/22,15,,87,,,1,291,0,
531,daphnia,25,0,25,0.5,,,,,4/22/22,17,,84,,,1,183,1,
532,daphnia,25,0,25,0.5,,,,,4/20/22,15,,87,,,1,162,1,
533,daphnia,25,0,25,0.5,,,,,4/22/22,17,,NA,,,1,185,1,
534,daphnia,25,0,25,0.5,,,,,4/21/22,16,,90,,,1,171,0,
535,daphnia,25,0,25,0.5,,,,,4/20/22,15,,75,,,1,136,1,
536,daphnia,25,0,25,0.5,,,,,4/19/22,14,,84,,,1,250,0,
537,daphnia,25,0,25,0.5,,,,,4/22/22,17,,93,,,1,232,1,
538,daphnia,25,0,25,0.5,,,,,4/17/22,12,,81,,,1,165,0,
539,daphnia,25,0,25,0.5,1,1,,,NA,NA,4/16/22,61,,,1,70,0,
540,daphnia,25,0,25,0.5,,,,,4/17/22,12,,82,,,1,213,0,
541,daphnia,25,0,25,0.5,,,,,4/16/22,11,,77,,,NA,NA,,
542,daphnia,25,0,25,0.5,,,,,4/21/22,16,,85,,,1,289,0,
543,daphnia,25,0,25,0.5,,,,,4/18/22,13,,84,,,1,205,0,
544,daphnia,25,0,25,0.5,,,,,4/23/22,18,,87,,,1,137,1,
545,daphnia,25,0,25,0.5,,,,,4/10/22,5,,70,,,NA,NA,,
546,daphnia,25,0,25,0.5,,,,,4/20/22,15,,85,,,1,104,1,
547,daphnia,25,0,25,0.5,,,,,4/20/22,15,,80,,,1,141,1,
548,daphnia,25,0,25,0.5,,,,,4/21/22,16,,NA,,,1,21,1,
549,daphnia,25,0,25,0.5,,,,,4/22/22,17,,86,,,1,NA,,
550,daphnia,25,0,25,0.5,,,,,4/19/22,14,,74,,,1,192,1,
551,daphnia,25,0,25,0.5,,,,,4/19/22,14,,69,,,1,134,0,
552,daphnia,25,0,25,0.5,,,,,4/20/22,15,,76,,,1,135,1,
553,daphnia,25,0,25,0.5,,,,,4/17/22,12,,72,,,1,127,0,
554,daphnia,25,0,25,0.5,1,1,,,NA,NA,4/16/22,61,,,1,NA,,
555,daphnia,25,0,25,0.5,1,1,,,NA,NA,4/16/22,62,,,1,104,0,
556,daphnia,25,0,25,1,,1,,,NA,NA,5/23/22,87,1,-2,0,,,
557,daphnia,25,0,25,1,,,,,5/22/22,47,,87,1,-2,0,,,
558,daphnia,25,0,25,1,,,,,5/21/22,46,,NA,,,0,,,
559,daphnia,25,0,25,1,,,,,5/13/22,38,,90,1,-2,0,,,
560,daphnia,25,0,25,1,,,,,5/21/22,46,,NA,,,0,,,
561,daphnia,25,0,25,1,,,,,5/22/22,47,,89,1,-2,0,,,
562,daphnia,25,0,25,1,,,,,5/19/22,44,,NA,,,0,,,
563,daphnia,25,0,25,1,,,,,4/16/22,11,,89,,,NA,,,
564,daphnia,25,0,25,1,,,,,5/23/22,48,,NA,,,0,,,
565,daphnia,25,0,25,1,,,,,5/11/22,36,,95,1,-1,0,,,
566,daphnia,25,0,25,1,,,,,5/21/22,46,,86,1,-2,0,,,
567,daphnia,25,0,25,1,,1,,,NA,NA,5/23/22,89,1,-2,0,,,
568,daphnia,25,0,25,1,,,,,5/22/22,47,,82,1,-2,0,,,
569,daphnia,25,0,25,1,,,,1,NA,NA,4/11/22,NA,,,NA,,,
570,daphnia,25,0,25,1,,,,,5/23/22,48,,NA,,,0,,,
571,daphnia,25,0,25,1,,,,,4/19/22,14,,95,,,1,NA,,
572,daphnia,25,0,25,1,,,,,4/21/22,16,,87,,,1,145,1,
573,daphnia,25,0,25,1,,,,,4/14/22,9,,76,,,NA,,,
574,daphnia,25,0,25,1,,,,,4/17/22,12,,83,,,1,130,0,
575,daphnia,25,0,25,1,,,,,4/20/22,15,,78,,,1,130,1,
576,daphnia,25,0,25,1,,,,,4/26/22,21,,98,,,1,215,1,
577,daphnia,25,0,25,1,,,,,4/20/22,15,,85,,,1,146,1,
578,daphnia,25,0,25,1,,,,,4/19/22,14,,95,,,1,360,0,
579,daphnia,25,0,25,1,,,,,4/17/22,12,,85,,,1,246,0,
580,daphnia,25,0,25,1,,,,,4/19/22,14,,90,,,1,NA,,
581,daphnia,25,0,25,1,,,,,4/23/22,18,,88,,,1,143,1,
582,daphnia,25,0,25,1,,,,,4/17/22,12,,84,,,1,251,0,
583,daphnia,25,0,25,1,,,,,4/21/22,16,,90,,,1,179,1,
584,daphnia,25,0,25,1,,,,,4/20/22,15,,95,,,1,226,1,
585,daphnia,25,0,25,1,,,,,4/20/22,15,,85,,,1,140,1,
586,daphnia,25,0,25,1,,,,,4/20/22,15,,95,,,1,216,1,
587,daphnia,25,0,25,1,,,,,4/23/22,18,,82,,,1,89,1,
588,daphnia,25,0,25,1,,,,,4/22/22,17,,83,,,1,148,1,
589,daphnia,25,0,25,1,,,,,4/20/22,15,,82,,,1,153,1,
590,daphnia,25,0,25,1,,,,,4/22/22,17,,83,,,1,164,1,
591,daphnia,25,0,25,1,,,,,4/22/22,17,,NA,,,1,182,1,
592,daphnia,25,0,25,1,,,,,4/17/22,12,,90,,,1,178,0,
593,daphnia,25,0,25,1,,,,,4/21/22,16,,89,,,1,195,1,
594,daphnia,25,0,25,1,,1,,,NA,NA,5/18/22,87,1,-2,0,NA,,
595,daphnia,25,0,25,1,,,,,4/20/22,15,,90,,,1,185,1,
596,daphnia,25,0,25,1,,,,,4/19/22,14,,82,,,1,NA,,
597,daphnia,25,0,25,1,,,,,4/12/22,7,,65,,,NA,NA,,
598,daphnia,25,0,25,1,,,,,4/20/22,15,,80,,,1,182,1,
599,daphnia,25,0,25,1,,,,,4/17/22,12,,85,,,1,176,0,
600,daphnia,25,0,25,1,,,,,4/20/22,15,,87,,,1,199,1,
601,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
602,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
603,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
604,cerio,15,0,15,1,1,1,,,NA,NA,5/1/22,35,,,0,NA,,
605,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
606,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
607,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
608,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
609,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
610,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
611,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
612,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
613,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
614,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
615,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
616,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
617,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
618,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
619,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
620,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
621,cerio,15,0,15,1,,,,,5/3/22,28,,NA,,,1,35,0,
622,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
623,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
624,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
625,cerio,15,0,15,1,,,,,4/21/22,16,,34,,,0,NA,,still barely alive when length measured
626,cerio,15,0,15,1,,,,,5/3/22,28,,NA,,,1,52,0,
627,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
628,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
629,cerio,15,0,15,1,,,,,4/29/22,24,,34,,,1,4,0,
630,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
631,cerio,15,0,15,1,,,,,5/5/22,30,,NA,,,1,51,0,
632,cerio,15,0,15,1,,,,,4/26/22,21,,35,,,1,15,0,
633,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
634,cerio,15,0,15,1,,,,1,NA,NA,4/14/22,NA,,,NA,NA,,
635,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
636,cerio,15,0,15,1,,1,,,NA,NA,5/17/22,NA,,,0,NA,,
637,cerio,15,0,15,1,,,,,5/4/22,29,,37,,,1,32,0,
638,cerio,15,0,15,1,,,,,5/4/22,29,,NA,,,1,40,0,
639,cerio,15,0,15,1,,,,1,NA,NA,4/19/22,NA,,,NA,NA,,
