tube,temp,resource,species,exposed,male,removed,KBP,missing,mortality_day,end_data_date,length_RAW,length_mag_correction,lm_corr_factor,inf,spore_RAW,spore_water_added,length,spore_exposure
514,25,0.5,D,0,NA,1,NA,NA,NA,5/23/22,83,1,-2,0,NA,NA,2.075,200
515,25,0.5,D,0,NA,NA,NA,NA,5/21/22,NA,84,1,-2,0,NA,NA,2.1,200
516,25,0.5,D,0,NA,NA,NA,NA,4/10/22,NA,70,NA,NA,NA,NA,NA,1.2502,200
517,25,0.5,D,0,NA,NA,NA,NA,5/22/22,NA,NA,NA,NA,0,NA,NA,NA,200
518,25,0.5,D,0,NA,NA,NA,NA,4/10/22,NA,72,NA,NA,NA,NA,NA,1.28592,200
519,25,0.5,D,0,NA,1,NA,NA,NA,5/23/22,81,1,-2,0,NA,NA,2.025,200
520,25,0.5,D,0,NA,NA,NA,NA,4/10/22,NA,70,NA,NA,NA,NA,NA,1.2502,200
521,25,0.5,D,0,NA,NA,NA,NA,5/23/22,NA,81,1,-2,0,NA,NA,2.025,200
522,25,0.5,D,0,NA,NA,1,NA,NA,4/18/22,NA,NA,NA,0,0,0,NA,200
523,25,0.5,D,0,NA,NA,NA,NA,5/22/22,NA,95,1,-1,0,NA,NA,1.9,200
524,25,0.5,D,0,NA,1,NA,NA,NA,5/23/22,84,1,-2,0,NA,NA,2.1,200
525,25,0.5,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA,200
526,25,0.5,D,1,NA,NA,NA,NA,4/20/22,NA,75,NA,NA,1,269,0,1.3395,200
527,25,0.5,D,1,NA,NA,NA,NA,4/22/22,NA,NA,NA,NA,1,137,1,NA,200
528,25,0.5,D,1,NA,NA,NA,NA,4/18/22,NA,75,NA,NA,1,242,0,1.3395,200
529,25,0.5,D,1,NA,NA,NA,NA,4/24/22,NA,86,NA,NA,1,108,1,1.53596,200
530,25,0.5,D,1,NA,NA,NA,NA,4/20/22,NA,87,NA,NA,1,291,0,1.55382,200
531,25,0.5,D,1,NA,NA,NA,NA,4/22/22,NA,84,NA,NA,1,183,1,1.50024,200
532,25,0.5,D,1,NA,NA,NA,NA,4/20/22,NA,87,NA,NA,1,162,1,1.55382,200
533,25,0.5,D,1,NA,NA,NA,NA,4/22/22,NA,NA,NA,NA,1,185,1,NA,200
534,25,0.5,D,1,NA,NA,NA,NA,4/21/22,NA,90,NA,NA,1,171,0,1.6074,200
535,25,0.5,D,1,NA,NA,NA,NA,4/20/22,NA,75,NA,NA,1,136,1,1.3395,200
536,25,0.5,D,1,NA,NA,NA,NA,4/19/22,NA,84,NA,NA,1,250,0,1.50024,200
537,25,0.5,D,1,NA,NA,NA,NA,4/22/22,NA,93,NA,NA,1,232,1,1.66098,200
538,25,0.5,D,1,NA,NA,NA,NA,4/17/22,NA,81,NA,NA,1,165,0,1.44666,200
539,25,0.5,D,1,1,1,NA,NA,NA,4/16/22,61,NA,NA,1,70,0,1.08946,200
540,25,0.5,D,1,NA,NA,NA,NA,4/17/22,NA,82,NA,NA,1,213,0,1.46452,200
541,25,0.5,D,1,NA,NA,NA,NA,4/16/22,NA,77,NA,NA,NA,NA,NA,1.37522,200
542,25,0.5,D,1,NA,NA,NA,NA,4/21/22,NA,85,NA,NA,1,289,0,1.5181,200
543,25,0.5,D,1,NA,NA,NA,NA,4/18/22,NA,84,NA,NA,1,205,0,1.50024,200
544,25,0.5,D,1,NA,NA,NA,NA,4/23/22,NA,87,NA,NA,1,137,1,1.55382,200
545,25,0.5,D,1,NA,NA,NA,NA,4/10/22,NA,70,NA,NA,NA,NA,NA,1.2502,200
546,25,0.5,D,1,NA,NA,NA,NA,4/20/22,NA,85,NA,NA,1,104,1,1.5181,200
547,25,0.5,D,1,NA,NA,NA,NA,4/20/22,NA,80,NA,NA,1,141,1,1.4288,200
548,25,0.5,D,1,NA,NA,NA,NA,4/21/22,NA,NA,NA,NA,1,21,1,NA,200
549,25,0.5,D,1,NA,NA,NA,NA,4/22/22,NA,86,NA,NA,1,NA,NA,1.53596,200
550,25,0.5,D,1,NA,NA,NA,NA,4/19/22,NA,74,NA,NA,1,192,1,1.32164,200
551,25,0.5,D,1,NA,NA,NA,NA,4/19/22,NA,69,NA,NA,1,134,0,1.23234,200
552,25,0.5,D,1,NA,NA,NA,NA,4/20/22,NA,76,NA,NA,1,135,1,1.35736,200
553,25,0.5,D,1,NA,NA,NA,NA,4/17/22,NA,72,NA,NA,1,127,0,1.28592,200
554,25,0.5,D,1,1,1,NA,NA,NA,4/16/22,61,NA,NA,1,NA,NA,1.08946,200
555,25,0.5,D,1,1,1,NA,NA,NA,4/16/22,62,NA,NA,1,104,0,1.10732,200
556,25,1,D,0,NA,1,NA,NA,NA,5/23/22,87,1,-2,0,NA,NA,2.175,200
557,25,1,D,0,NA,NA,NA,NA,5/22/22,NA,87,1,-2,0,NA,NA,2.175,200
558,25,1,D,0,NA,NA,NA,NA,5/21/22,NA,NA,NA,NA,0,NA,NA,NA,200
559,25,1,D,0,NA,NA,NA,NA,5/13/22,NA,90,1,-2,0,NA,NA,2.25,200
560,25,1,D,0,NA,NA,NA,NA,5/21/22,NA,NA,NA,NA,0,NA,NA,NA,200
561,25,1,D,0,NA,NA,NA,NA,5/22/22,NA,89,1,-2,0,NA,NA,2.225,200
562,25,1,D,0,NA,NA,NA,NA,5/19/22,NA,NA,NA,NA,0,NA,NA,NA,200
563,25,1,D,0,NA,NA,NA,NA,4/16/22,NA,89,NA,NA,NA,NA,NA,1.58954,200
564,25,1,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA,200
565,25,1,D,0,NA,NA,NA,NA,5/11/22,NA,95,1,-1,0,NA,NA,1.9,200
566,25,1,D,0,NA,NA,NA,NA,5/21/22,NA,86,1,-2,0,NA,NA,2.15,200
567,25,1,D,0,NA,1,NA,NA,NA,5/23/22,89,1,-2,0,NA,NA,2.225,200
568,25,1,D,0,NA,NA,NA,NA,5/22/22,NA,82,1,-2,0,NA,NA,2.05,200
569,25,1,D,0,NA,NA,NA,1,NA,4/11/22,NA,NA,NA,NA,NA,NA,NA,200
570,25,1,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA,200
571,25,1,D,1,NA,NA,NA,NA,4/19/22,NA,95,NA,NA,1,NA,NA,1.6967,200
572,25,1,D,1,NA,NA,NA,NA,4/21/22,NA,87,NA,NA,1,145,1,1.55382,200
573,25,1,D,1,NA,NA,NA,NA,4/14/22,NA,76,NA,NA,NA,NA,NA,1.35736,200
574,25,1,D,1,NA,NA,NA,NA,4/17/22,NA,83,NA,NA,1,130,0,1.48238,200
575,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,78,NA,NA,1,130,1,1.39308,200
576,25,1,D,1,NA,NA,NA,NA,4/26/22,NA,98,NA,NA,1,215,1,1.75028,200
577,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,85,NA,NA,1,146,1,1.5181,200
578,25,1,D,1,NA,NA,NA,NA,4/19/22,NA,95,NA,NA,1,360,0,1.6967,200
579,25,1,D,1,NA,NA,NA,NA,4/17/22,NA,85,NA,NA,1,246,0,1.5181,200
580,25,1,D,1,NA,NA,NA,NA,4/19/22,NA,90,NA,NA,1,NA,NA,1.6074,200
581,25,1,D,1,NA,NA,NA,NA,4/23/22,NA,88,NA,NA,1,143,1,1.57168,200
582,25,1,D,1,NA,NA,NA,NA,4/17/22,NA,84,NA,NA,1,251,0,1.50024,200
583,25,1,D,1,NA,NA,NA,NA,4/21/22,NA,90,NA,NA,1,179,1,1.6074,200
584,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,95,NA,NA,1,226,1,1.6967,200
585,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,85,NA,NA,1,140,1,1.5181,200
586,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,95,NA,NA,1,216,1,1.6967,200
587,25,1,D,1,NA,NA,NA,NA,4/23/22,NA,82,NA,NA,1,89,1,1.46452,200
588,25,1,D,1,NA,NA,NA,NA,4/22/22,NA,83,NA,NA,1,148,1,1.48238,200
589,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,82,NA,NA,1,153,1,1.46452,200
590,25,1,D,1,NA,NA,NA,NA,4/22/22,NA,83,NA,NA,1,164,1,1.48238,200
591,25,1,D,1,NA,NA,NA,NA,4/22/22,NA,NA,NA,NA,1,182,1,NA,200
592,25,1,D,1,NA,NA,NA,NA,4/17/22,NA,90,NA,NA,1,178,0,1.6074,200
593,25,1,D,1,NA,NA,NA,NA,4/21/22,NA,89,NA,NA,1,195,1,1.58954,200
594,25,1,D,1,NA,1,NA,NA,NA,5/18/22,87,1,-2,0,NA,NA,2.175,200
595,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,90,NA,NA,1,185,1,1.6074,200
596,25,1,D,1,NA,NA,NA,NA,4/19/22,NA,82,NA,NA,1,NA,NA,1.46452,200
597,25,1,D,1,NA,NA,NA,NA,4/12/22,NA,65,NA,NA,NA,NA,NA,1.1609,200
598,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,80,NA,NA,1,182,1,1.4288,200
599,25,1,D,1,NA,NA,NA,NA,4/17/22,NA,85,NA,NA,1,176,0,1.5181,200
600,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,87,NA,NA,1,199,1,1.55382,200
601,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
602,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
603,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
604,15,1,C,0,1,1,NA,NA,NA,5/1/22,35,NA,NA,0,NA,NA,0.6251,200
605,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
606,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
607,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
608,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
609,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
610,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
611,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
612,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
613,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
614,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
615,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
616,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
617,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
618,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
619,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
620,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
621,15,1,C,1,NA,NA,NA,NA,5/3/22,NA,NA,NA,NA,1,35,0,NA,200
622,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
623,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
624,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
625,15,1,C,1,NA,NA,NA,NA,4/21/22,NA,34,NA,NA,0,NA,NA,0.60724,200
626,15,1,C,1,NA,NA,NA,NA,5/3/22,NA,NA,NA,NA,1,52,0,NA,200
627,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
628,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
629,15,1,C,1,NA,NA,NA,NA,4/29/22,NA,34,NA,NA,1,4,0,0.60724,200
630,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
631,15,1,C,1,NA,NA,NA,NA,5/5/22,NA,NA,NA,NA,1,51,0,NA,200
632,15,1,C,1,NA,NA,NA,NA,4/26/22,NA,35,NA,NA,1,15,0,0.6251,200
633,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
634,15,1,C,1,NA,NA,NA,1,NA,4/14/22,NA,NA,NA,NA,NA,NA,NA,200
635,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
636,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
637,15,1,C,1,NA,NA,NA,NA,5/4/22,NA,37,NA,NA,1,32,0,0.66082,200
638,15,1,C,1,NA,NA,NA,NA,5/4/22,NA,NA,NA,NA,1,40,0,NA,200
639,15,1,C,1,NA,NA,NA,1,NA,4/19/22,NA,NA,NA,NA,NA,NA,NA,200
640,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
641,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
642,15,1,C,1,NA,NA,NA,NA,5/11/22,NA,41,NA,NA,0,NA,NA,0.73226,200
643,15,1,C,1,1,1,NA,NA,NA,5/1/22,34,NA,NA,0,NA,NA,0.60724,200
644,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
645,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
646,15,1,C,1,NA,NA,NA,NA,5/4/22,NA,NA,NA,NA,1,22,0,NA,200
647,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
648,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
649,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
650,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
651,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
652,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
653,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
654,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
655,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
656,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
657,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
658,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
659,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
660,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
661,20,1,C,0,NA,NA,NA,NA,4/30/22,NA,36,NA,NA,0,NA,NA,0.64296,200
662,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
663,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
664,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
665,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
666,20,1,C,0,NA,NA,NA,NA,4/22/22,NA,NA,NA,NA,0,0,0,NA,200
667,20,1,C,1,NA,NA,NA,NA,NA,4/11/22,NA,NA,NA,NA,NA,NA,NA,200
668,20,1,C,1,NA,NA,NA,NA,4/23/22,NA,32,NA,NA,1,48,0,0.57152,200
669,20,1,C,1,NA,NA,NA,NA,4/22/22,NA,39,NA,NA,1,37,0,0.69654,200
670,20,1,C,1,NA,NA,NA,NA,4/23/22,NA,39,NA,NA,1,28,0,0.69654,200
671,20,1,C,1,NA,NA,NA,NA,4/22/22,NA,40,NA,NA,1,20,0,0.7144,200
672,20,1,C,1,NA,NA,NA,NA,4/20/22,NA,33,NA,NA,1,15,1,0.58938,200
673,20,1,C,1,NA,NA,NA,NA,4/30/22,NA,32,NA,NA,1,41,0,0.57152,200
674,20,1,C,1,NA,NA,NA,NA,4/23/22,NA,35,NA,NA,1,45,1,0.6251,200
675,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
678,20,1,C,1,NA,NA,NA,1,NA,5/15/22,NA,NA,NA,NA,NA,NA,NA,200
679,20,1,C,1,NA,NA,NA,NA,4/20/22,NA,35,NA,NA,1,36,0,0.6251,200
680,20,1,C,1,NA,NA,NA,NA,4/23/22,NA,NA,NA,NA,1,33,1,NA,200
681,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
682,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
683,20,1,C,1,NA,NA,NA,NA,5/2/22,NA,39,NA,NA,0,NA,NA,0.69654,200
684,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
685,20,1,C,1,NA,NA,NA,NA,4/20/22,NA,32,NA,NA,1,18,0,0.57152,200
686,20,1,C,1,NA,NA,NA,NA,4/24/22,NA,NA,NA,NA,1,44,0,NA,200
687,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
688,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
689,20,1,C,1,NA,NA,NA,NA,4/20/22,NA,38,NA,NA,1,13,0,0.67868,200
690,20,1,C,1,NA,NA,NA,NA,4/22/22,NA,36,NA,NA,1,76,0,0.64296,200
691,20,1,C,1,NA,NA,NA,1,NA,4/21/22,NA,NA,NA,NA,NA,NA,NA,200
692,20,1,C,1,NA,NA,NA,NA,4/23/22,NA,33,NA,NA,1,43,0,0.58938,200
693,20,1,C,1,NA,NA,NA,NA,4/21/22,NA,31,NA,NA,0,0,0,0.55366,200
694,20,1,C,1,NA,NA,NA,NA,4/30/22,NA,36,NA,NA,0,NA,NA,0.64296,200
695,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
696,20,1,C,1,NA,NA,NA,1,NA,4/21/22,NA,NA,NA,NA,NA,NA,NA,200
697,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
698,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
699,20,1,C,1,NA,NA,NA,1,NA,4/28/22,NA,NA,NA,NA,NA,NA,NA,200
700,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
701,25,1,C,0,NA,NA,NA,NA,4/20/22,NA,37,NA,NA,1,4,0,0.66082,200
702,25,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
703,25,1,C,0,NA,NA,NA,NA,5/10/22,NA,NA,NA,NA,0,NA,NA,NA,200
704,25,1,C,0,NA,NA,NA,NA,5/12/22,NA,45,NA,NA,0,NA,NA,0.8037,200
705,25,1,C,0,NA,NA,NA,1,NA,4/22/22,NA,NA,NA,NA,NA,NA,NA,200
706,25,1,C,0,NA,NA,1,NA,NA,4/16/22,39,NA,NA,NA,NA,NA,0.69654,200
707,25,1,C,0,NA,NA,NA,NA,5/14/22,NA,45,NA,NA,0,NA,NA,0.8037,200
708,25,1,C,0,NA,NA,NA,NA,4/28/22,NA,40,NA,NA,0,NA,NA,0.7144,200
709,25,1,C,0,NA,NA,NA,NA,5/10/22,NA,NA,NA,NA,0,NA,NA,NA,200
710,25,1,C,0,NA,NA,NA,1,NA,5/3/22,NA,NA,NA,NA,NA,NA,NA,200
711,25,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
712,25,1,C,0,NA,NA,NA,NA,4/29/22,NA,NA,NA,NA,NA,NA,NA,NA,200
713,25,1,C,0,NA,NA,NA,1,4/17/22,NA,NA,NA,NA,NA,NA,NA,NA,200
714,25,1,C,0,NA,NA,NA,NA,5/5/22,NA,46,NA,NA,0,NA,NA,0.82156,200
715,25,1,C,0,NA,NA,NA,NA,5/10/22,NA,NA,NA,NA,0,NA,NA,NA,200
716,25,1,C,1,NA,NA,NA,NA,4/20/22,NA,NA,NA,NA,1,11,0,NA,200
717,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,39,NA,NA,1,37,0,0.69654,200
718,25,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
719,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,NA,NA,NA,1,13,0,NA,200
720,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,33,NA,NA,1,33,0,0.58938,200
721,25,1,C,1,NA,NA,NA,NA,5/9/22,NA,NA,NA,NA,0,NA,NA,NA,200
726,25,1,C,1,NA,NA,NA,NA,4/18/22,NA,38,NA,NA,1,34,0,0.67868,200
727,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,NA,NA,NA,1,48,0,NA,200
728,25,1,C,1,NA,NA,NA,NA,4/18/22,NA,33,NA,NA,1,33,0,0.58938,200
729,25,1,C,1,NA,NA,NA,NA,4/20/22,NA,NA,NA,NA,1,4,0,NA,200
730,25,1,C,1,NA,NA,NA,NA,4/18/22,NA,NA,NA,NA,1,45,0,NA,200
731,25,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
732,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,40,NA,NA,1,62,0,0.7144,200
733,25,1,C,1,NA,NA,NA,NA,4/21/22,NA,40,NA,NA,1,23,0,0.7144,200
734,25,1,C,1,NA,NA,NA,1,NA,4/21/22,NA,NA,NA,NA,NA,NA,NA,200
735,25,1,C,1,NA,NA,NA,NA,4/18/22,NA,37,NA,NA,1,18,0,0.66082,200
736,25,1,C,1,NA,NA,NA,NA,4/17/22,NA,40,NA,NA,1,49,0,0.7144,200
737,25,1,C,1,NA,NA,NA,NA,4/29/22,NA,NA,NA,NA,0,NA,NA,NA,200
738,25,1,C,1,NA,NA,NA,1,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA,200
739,25,1,C,1,NA,NA,NA,NA,4/17/22,NA,41,NA,NA,1,62,0,0.73226,200
740,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,33,NA,NA,1,15,0,0.58938,200
741,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,NA,NA,NA,1,28,0,NA,200
742,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,NA,NA,NA,1,NA,NA,NA,200
743,25,1,C,1,NA,NA,NA,NA,4/20/22,NA,36,NA,NA,1,21,0,0.64296,200
744,25,1,C,1,NA,NA,NA,NA,4/18/22,NA,NA,NA,NA,1,39,0,NA,200
745,25,1,C,1,NA,NA,NA,NA,4/21/22,NA,42,NA,NA,1,50,0,0.75012,200
746,25,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA,200
747,25,1,C,1,NA,NA,NA,1,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA,200
748,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,NA,NA,NA,1,NA,NA,NA,200
749,25,1,C,1,NA,NA,NA,NA,4/24/22,NA,NA,NA,NA,1,48,0,NA,200
750,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,32,NA,NA,1,41,0,0.57152,200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
