tube,species,mean_temp,temp_var,temp_id,resource,male,REMOVED,KBP,end_data_date,mortality_day,final_date,4/10/22,4/11/22,4/12/22,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5/1/22,5/2/22,5/3/22,5/4/22,5/5/22,5/6/22,5/7/22,5/8/22,5/9/22,5/10/22,5/11/22,5/12/22,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,inf
574,daphnia,25,0,25,1,,,,,4/17/22,4/17/22,0,0,0,0,2,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
575,daphnia,25,0,25,1,,,,,4/20/22,4/20/22,0,0,1,0,2,0,0,6,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
576,daphnia,25,0,25,1,,,,,4/26/22,4/26/22,0,3,1,0,7,0,13,0,9,0,0,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
577,daphnia,25,0,25,1,,,,,4/20/22,4/20/22,0,6,0,0,0,0,9,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
578,daphnia,25,0,25,1,,,,,4/19/22,4/19/22,0,2,0,0,0,0,1,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
579,daphnia,25,0,25,1,,,,,4/17/22,4/17/22,0,0,4,0,3,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
580,daphnia,25,0,25,1,,,,,4/19/22,4/19/22,0,0,3,0,4,0,9,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
581,daphnia,25,0,25,1,,,,,4/23/22,4/23/22,0,0,4,0,5,0,5,0,9,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
582,daphnia,25,0,25,1,,,,,4/17/22,4/17/22,0,0,4,0,4,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
583,daphnia,25,0,25,1,,,,,4/21/22,4/21/22,0,0,0,0,0,1,0,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
584,daphnia,25,0,25,1,,,,,4/20/22,4/20/22,0,0,3,0,4,0,9,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
585,daphnia,25,0,25,1,,,,,4/20/22,4/20/22,0,0,3,0,5,0,10,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
586,daphnia,25,0,25,1,,,,,4/20/22,4/20/22,0,0,2,0,7,0,0,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
587,daphnia,25,0,25,1,,,,,4/23/22,4/23/22,0,0,0,4,0,5,0,0,3,0,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
588,daphnia,25,0,25,1,,,,,4/22/22,4/22/22,0,0,4,0,0,0,10,0,8,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
589,daphnia,25,0,25,1,,,,,4/20/22,4/20/22,0,0,3,0,1,2,1,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
590,daphnia,25,0,25,1,,,,,4/22/22,4/22/22,0,0,4,0,5,0,7,0,5,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
591,daphnia,25,0,25,1,,,,,4/22/22,4/22/22,0,4,0,0,6,0,10,0,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
592,daphnia,25,0,25,1,,,,,4/17/22,4/17/22,0,0,2,0,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
593,daphnia,25,0,25,1,,,,,4/21/22,4/21/22,0,0,4,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
594,daphnia,25,0,25,1,,1,,5/18/22,NA,5/18/22,0,0,3,0,6,0,9,0,8,0,1,0,0,0,0,11,0,11,0,0,12,0,10,0,6,0,0,13,0,4,0,13,0,0,14,0,16,1,NA,NA,NA,NA,NA,NA,0
595,daphnia,25,0,25,1,,,,,4/20/22,4/20/22,0,0,5,0,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
596,daphnia,25,0,25,1,,,,,4/19/22,4/19/22,0,0,3,0,4,0,5,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
597,daphnia,25,0,25,1,,,,,4/12/22,4/12/22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,daphnia,25,0,25,1,,,,,4/20/22,4/20/22,0,0,4,0,2,0,7,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
599,daphnia,25,0,25,1,,,,,4/17/22,4/17/22,0,0,4,0,0,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
600,daphnia,25,0,25,1,,,,,4/20/22,4/20/22,0,0,4,0,4,0,8,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
601,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
602,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
603,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,3,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0
604,cerio,15,0,15,1,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
605,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
606,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
607,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
608,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,6,0,0,0,0,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0
609,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
610,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0
611,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,4,0,0,0,0,6,0,0,0,5,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,0
612,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,0
613,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0
614,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0
615,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
616,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
617,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,5,0,0,0,7,0,1,0,0,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
618,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
619,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,5,0,0,0,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
620,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
621,cerio,15,0,15,1,,,,,5/3/22,5/3/22,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
622,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,2,0,0,0,0,6,0,0,0,0,5,0,0,0,5,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0
623,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
624,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
625,cerio,15,0,15,1,,,,,4/21/22,4/21/22,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
626,cerio,15,0,15,1,,,,,5/3/22,5/3/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
627,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0
628,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,4,0,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
629,cerio,15,0,15,1,,,,,4/29/22,4/29/22,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
630,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0
631,cerio,15,0,15,1,,,,,5/5/22,5/5/22,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
632,cerio,15,0,15,1,,,,,4/26/22,4/26/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
633,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
634,cerio,15,0,15,1,,,,4/14/22,NA,4/14/22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
636,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
637,cerio,15,0,15,1,,,,,5/4/22,5/4/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
638,cerio,15,0,15,1,,,,,5/4/22,5/4/22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
639,cerio,15,0,15,1,,,,4/19/22,NA,4/19/22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
641,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,0
642,cerio,15,0,15,1,,,,,5/11/22,5/11/22,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,2,0,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
643,cerio,15,0,15,1,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
644,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
645,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
646,cerio,15,0,15,1,,,,,5/4/22,5/4/22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
647,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,3,0,0,0,0,5,0,0,0,6,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,0
648,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,4,0,5,0,0,0,6,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
649,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,6,0,5,0,0,0,0,2,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,0
650,cerio,15,0,15,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0
651,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,2,0,0,0,0,4,0,4,0,0,5,0,4,0,0,7,0,0,4,0,0,2,0,4,0,0,5,0,0,3,0,0,2,NA,NA,NA,NA,NA,NA,NA,0
652,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,2,0,0,3,0,0,0,0,3,0,0,5,0,3,0,0,4,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
653,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,1,0,0,3,0,3,3,0,4,0,0,3,0,3,0,0,0,2,0,3,0,0,4,0,0,3,0,4,0,0,3,0,0,2,NA,NA,NA,NA,NA,NA,NA,0
654,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,2,0,0,4,0,2,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,0
655,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,2,0,4,0,0,4,0,5,0,0,7,0,5,0,0,7,0,0,4,0,5,0,0,7,0,0,4,0,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,0
656,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,3,0,0,5,0,5,0,0,5,0,0,5,0,5,0,0,6,0,2,0,0,5,0,6,0,0,6,0,0,4,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
657,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,2,0,0,4,0,4,0,0,6,0,3,0,0,4,0,1,7,0,5,0,0,6,0,8,0,0,7,0,0,5,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
658,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,2,0,3,0,0,4,0,0,7,0,4,0,0,4,1,0,4,0,2,0,0,1,0,0,3,0,3,0,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,0
659,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,4,0,3,0,0,4,1,0,4,0,5,0,0,5,0,1,0,0,5,0,5,0,0,7,0,0,8,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0
660,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,1,0,0,5,0,4,0,0,3,0,5,0,0,5,0,0,4,0,4,0,0,5,0,0,5,0,0,4,0,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,0
661,cerio,20,0,20,1,,,,,4/30/22,4/30/22,0,0,0,0,0,0,4,0,0,3,0,4,0,0,5,0,3,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
662,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,2,0,5,0,0,5,0,7,0,0,6,0,4,0,0,3,0,0,6,0,6,0,0,3,0,0,6,0,0,2,0,0,3,NA,NA,NA,NA,NA,NA,NA,0
663,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,3,0,3,0,0,4,0,6,0,0,5,0,3,0,0,3,0,0,3,0,0,5,0,2,0,0,3,0,0,3,0,0,2,NA,NA,NA,NA,NA,NA,NA,0
664,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,2,0,4,0,0,6,0,4,0,0,8,0,7,0,0,0,0,7,0,0,6,0,0,9,1,5,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,0
665,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,3,0,0,3,0,5,0,0,4,0,2,4,0,4,0,5,2,0,5,0,0,6,0,3,0,0,6,0,0,5,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
666,cerio,20,0,20,1,,,,,4/22/22,4/22/22,0,0,0,3,0,0,4,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
667,cerio,20,0,20,1,,,,4/11/22,NA,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,cerio,20,0,20,1,,,,,4/23/22,4/23/22,0,0,0,0,2,0,2,0,0,3,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
669,cerio,20,0,20,1,,,,,4/22/22,4/22/22,0,0,0,0,1,0,3,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
670,cerio,20,0,20,1,,,,,4/23/22,4/23/22,0,0,0,0,0,0,2,0,0,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
